4,0,0,0.0
4,0,1,0.0
4,1,0,0.0
4,1,1,0.0
4,2,0,0.0
4,2,1,0.0
4,3,0,0.0
4,3,1,0.0
4,4,0,1.0
4,4,1,1.0
4,5,0,0.0
4,5,1,0.0
4,6,0,0.0
4,6,1,0.0
4,7,0,0.0
4,7,1,0.0
4,8,0,0.0
4,8,1,0.0
4,9,0,0.0
4,9,1,0.0
4,10,0,0.0
4,10,1,0.0
4,11,0,0.0
4,11,1,0.0
4,12,0,0.0
4,12,1,0.0
4,13,0,0.0
4,13,1,0.0
4,14,0,0.0
4,14,1,0.0
4,15,0,0.0
4,15,1,0.0
4,16,0,0.0
4,16,1,0.0
4,17,0,0.0
4,17,1,0.0
4,18,0,0.0
4,18,1,0.0
4,19,0,0.0
4,19,1,0.0
4,20,0,0.0
4,20,1,0.0
4,21,0,0.0
4,21,1,0.0
4,22,0,0.0
4,22,1,0.0
4,23,0,0.0
4,23,1,0.0
4,24,0,1.0
4,24,1,1.0
4,25,0,2.0
4,25,1,2.0
4,26,0,0.0
4,26,1,0.0
4,27,0,0.0
4,27,1,0.0
4,28,0,0.0
4,28,1,0.0
4,29,0,0.0
4,29,1,0.0
4,30,0,0.0
4,30,1,0.0
4,31,0,0.0
4,31,1,0.0
4,32,0,0.0
4,32,1,0.0
4,33,0,0.0
4,33,1,0.0
4,34,0,0.0
4,34,1,0.0
4,35,0,0.0
4,35,1,0.0
4,36,0,0.0
4,36,1,0.0
4,37,0,0.0
4,37,1,0.0
4,38,0,0.0
4,38,1,0.0
4,39,0,0.0
4,39,1,0.0
4,40,0,1.0
4,40,1,1.0
4,41,0,0.0
4,41,1,0.0
4,42,0,0.0
4,42,1,0.0
4,43,0,0.0
4,43,1,0.0
4,44,0,0.0
4,44,1,0.0
4,45,0,0.0
4,45,1,0.0
4,46,0,0.0
4,46,1,0.0
4,47,0,0.0
4,47,1,0.0
4,48,0,0.0
4,48,1,0.0
4,49,0,0.0
4,49,1,0.0
4,50,0,0.0
4,50,1,0.0
4,51,0,0.0
4,51,1,0.0
4,52,0,0.0
4,52,1,0.0
4,53,0,0.0
4,53,1,0.0
4,54,0,0.0
4,54,1,0.0
4,55,0,0.0
4,55,1,0.0
4,56,0,0.0
4,56,1,0.0
4,57,0,0.0
4,57,1,0.0
4,58,0,0.0
4,58,1,0.0
4,59,0,0.0
4,59,1,0.0
4,60,0,0.0
4,60,1,0.0
4,61,0,1.0
4,61,1,1.0
4,62,0,0.0
4,62,1,0.0
4,63,0,0.0
4,63,1,0.0
4,64,0,0.0
4,64,1,0.0
4,65,0,0.0
4,65,1,0.0
4,66,0,0.0
4,66,1,0.0
4,67,0,0.0
4,67,1,0.0
4,68,0,0.0
4,68,1,0.0
4,69,0,0.0
4,69,1,0.0
4,70,0,0.0
4,70,1,0.0
4,71,0,0.0
4,71,1,0.0
4,72,0,0.0
4,72,1,0.0
4,73,0,0.0
4,73,1,0.0
4,74,0,0.0
4,74,1,0.0
4,75,0,0.0
4,75,1,0.0
4,76,0,0.0
4,76,1,0.0
4,77,0,0.0
4,77,1,0.0
4,78,0,0.0
4,78,1,0.0
4,79,0,0.0
4,79,1,0.0
4,80,0,0.0
4,80,1,0.0
4,81,0,0.0
4,81,1,0.0
4,82,0,0.0
4,82,1,0.0
4,83,0,0.0
4,83,1,0.0
4,84,0,0.0
4,84,1,0.0
4,85,0,0.0
4,85,1,0.0
4,86,0,0.0
4,86,1,0.0
4,87,0,0.0
4,87,1,0.0
4,88,0,0.0
4,88,1,0.0
4,89,0,0.0
4,89,1,0.0
4,90,0,0.0
4,90,1,0.0
4,91,0,0.0
4,91,1,0.0
4,92,0,0.0
4,92,1,0.0
4,93,0,0.0
4,93,1,0.0
4,94,0,0.0
4,94,1,0.0
4,95,0,0.0
4,95,1,0.0
4,96,0,0.0
4,96,1,0.0
4,97,0,0.0
4,97,1,0.0
4,98,0,0.0
4,98,1,0.0
4,99,0,0.0
4,99,1,0.0
4,100,0,0.0
4,100,1,0.0
4,101,0,0.0
4,101,1,0.0
4,102,0,0.0
4,102,1,0.0
4,103,0,0.0
4,103,1,0.0
4,104,0,0.0
4,104,1,0.0
4,105,0,0.0
4,105,1,0.0
4,106,0,0.0
4,106,1,0.0
4,107,0,0.0
4,107,1,0.0
4,108,0,0.0
4,108,1,0.0
4,109,0,0.0
4,109,1,0.0
4,110,0,0.0
4,110,1,0.0
4,111,0,2.0
4,111,1,2.0
4,112,0,1.0
4,112,1,1.0
4,113,0,0.0
4,113,1,0.0
4,114,0,0.0
4,114,1,0.0
4,115,0,0.0
4,115,1,0.0
4,116,0,0.0
4,116,1,0.0
4,117,0,0.0
4,117,1,0.0
4,118,0,0.0
4,118,1,0.0
4,119,0,0.0
4,119,1,0.0
4,120,0,0.0
4,120,1,0.0
4,121,0,0.0
4,121,1,0.0
4,122,0,0.0
4,122,1,0.0
4,123,0,0.0
4,123,1,0.0
4,124,0,0.0
4,124,1,0.0
4,125,0,0.0
4,125,1,0.0
4,126,0,1.0
4,126,1,1.0
4,127,0,0.0
4,127,1,0.0
4,128,0,2.0
4,128,1,2.0
4,129,0,0.0
4,129,1,0.0
4,130,0,0.0
4,130,1,0.0
4,131,0,0.0
4,131,1,0.0
4,132,0,0.0
4,132,1,0.0
4,133,0,0.0
4,133,1,0.0
4,134,0,2.0
4,134,1,2.0
4,135,0,0.0
4,135,1,0.0
4,136,0,0.0
4,136,1,0.0
4,137,0,1.0
4,137,1,1.0
4,138,0,0.0
4,138,1,0.0
4,139,0,0.0
4,139,1,0.0
4,140,0,0.0
4,140,1,0.0
4,141,0,0.0
4,141,1,0.0
4,142,0,0.0
4,142,1,0.0
4,143,0,1.0
4,143,1,1.0
4,144,0,0.0
4,144,1,0.0
4,145,0,0.0
4,145,1,0.0
4,146,0,0.0
4,146,1,0.0
4,147,0,0.0
4,147,1,0.0
4,148,0,0.0
4,148,1,0.0
4,149,0,0.0
4,149,1,0.0
4,150,0,0.0
4,150,1,0.0
4,151,0,0.0
4,151,1,0.0
4,152,0,0.0
4,152,1,0.0
4,153,0,0.0
4,153,1,0.0
4,154,0,0.0
4,154,1,0.0
4,155,0,0.0
4,155,1,0.0
4,156,0,0.0
4,156,1,0.0
4,157,0,1.0
4,157,1,1.0
4,158,0,0.0
4,158,1,0.0
4,159,0,1.0
4,159,1,1.0
4,160,0,0.0
4,160,1,0.0
4,161,0,0.0
4,161,1,0.0
4,162,0,0.0
4,162,1,0.0
4,163,0,0.0
4,163,1,0.0
4,164,0,0.0
4,164,1,0.0
4,165,0,0.0
4,165,1,0.0
4,166,0,0.0
4,166,1,0.0
4,167,0,0.0
4,167,1,0.0
4,168,0,0.0
4,168,1,0.0
4,169,0,0.0
4,169,1,0.0
4,170,0,0.0
4,170,1,0.0
4,171,0,0.0
4,171,1,0.0
4,172,0,0.0
4,172,1,0.0
4,173,0,0.0
4,173,1,0.0
4,174,0,0.0
4,174,1,0.0
4,175,0,0.0
4,175,1,0.0
4,176,0,0.0
4,176,1,0.0
4,177,0,2.0
4,177,1,2.0
4,178,0,0.0
4,178,1,0.0
4,179,0,0.0
4,179,1,0.0
4,180,0,0.0
4,180,1,0.0
4,181,0,0.0
4,181,1,0.0
4,182,0,0.0
4,182,1,0.0
4,183,0,0.0
4,183,1,0.0
4,184,0,0.0
4,184,1,0.0
4,185,0,1.0
4,185,1,1.0
4,186,0,0.0
4,186,1,0.0
4,187,0,0.0
4,187,1,0.0
4,188,0,1.0
4,188,1,1.0
4,189,0,0.0
4,189,1,0.0
4,190,0,0.0
4,190,1,0.0
4,191,0,0.0
4,191,1,0.0
4,192,0,0.0
4,192,1,0.0
4,193,0,0.0
4,193,1,0.0
4,194,0,0.0
4,194,1,0.0
4,195,0,0.0
4,195,1,0.0
4,196,0,0.0
4,196,1,0.0
4,197,0,1.0
4,197,1,1.0
4,198,0,0.0
4,198,1,0.0
4,199,0,0.0
4,199,1,0.0
4,200,0,1.0
4,200,1,1.0
4,201,0,0.0
4,201,1,0.0
4,202,0,1.0
4,202,1,1.0
4,203,0,0.0
4,203,1,0.0
4,204,0,0.0
4,204,1,0.0
4,205,0,0.0
4,205,1,0.0
4,206,0,0.0
4,206,1,0.0
4,207,0,0.0
4,207,1,0.0
4,208,0,0.0
4,208,1,0.0
4,209,0,1.0
4,209,1,1.0
4,210,0,0.0
4,210,1,0.0
4,211,0,0.0
4,211,1,0.0
4,212,0,0.0
4,212,1,0.0
4,213,0,0.0
4,213,1,0.0
4,214,0,0.0
4,214,1,0.0
4,215,0,0.0
4,215,1,0.0
4,216,0,0.0
4,216,1,0.0
4,217,0,0.0
4,217,1,0.0
4,218,0,1.0
4,218,1,1.0
4,219,0,0.0
4,219,1,0.0
4,220,0,0.0
4,220,1,0.0
4,221,0,0.0
4,221,1,0.0
4,222,0,0.0
4,222,1,0.0
4,223,0,0.0
4,223,1,0.0
4,224,0,0.0
4,224,1,0.0
4,225,0,0.0
4,225,1,0.0
4,226,0,0.0
4,226,1,0.0
4,227,0,0.0
4,227,1,0.0
4,228,0,1.0
4,228,1,1.0
4,229,0,0.0
4,229,1,0.0
4,230,0,0.0
4,230,1,0.0
4,231,0,0.0
4,231,1,0.0
4,232,0,0.0
4,232,1,0.0
4,233,0,0.0
4,233,1,0.0
4,234,0,0.0
4,234,1,0.0
4,235,0,0.0
4,235,1,0.0
4,236,0,0.0
4,236,1,0.0
4,237,0,0.0
4,237,1,0.0
4,238,0,0.0
4,238,1,0.0
4,239,0,0.0
4,239,1,0.0
4,240,0,0.0
4,240,1,0.0
4,241,0,0.0
4,241,1,0.0
4,242,0,0.0
4,242,1,0.0
4,243,0,0.0
4,243,1,0.0
4,244,0,2.0
4,244,1,2.0
4,245,0,0.0
4,245,1,0.0
4,246,0,0.0
4,246,1,0.0
4,247,0,0.0
4,247,1,0.0
4,248,0,0.0
4,248,1,0.0
4,249,0,0.0
4,249,1,0.0
4,250,0,0.0
4,250,1,0.0
4,251,0,0.0
4,251,1,0.0
4,252,0,0.0
4,252,1,0.0
4,253,0,0.0
4,253,1,0.0
4,254,0,0.0
4,254,1,0.0
4,255,0,0.0
4,255,1,0.0
4,256,0,2.0
4,256,1,2.0
4,257,0,0.0
4,257,1,0.0
4,258,0,0.0
4,258,1,0.0
4,259,0,0.0
4,259,1,0.0
4,260,0,0.0
4,260,1,0.0
4,261,0,0.0
4,261,1,0.0
4,262,0,0.0
4,262,1,0.0
4,263,0,2.0
4,263,1,2.0
4,264,0,0.0
4,264,1,0.0
4,265,0,0.0
4,265,1,0.0
4,266,0,0.0
4,266,1,0.0
4,267,0,0.0
4,267,1,0.0
4,268,0,0.0
4,268,1,0.0
4,269,0,0.0
4,269,1,0.0
4,270,0,0.0
4,270,1,0.0
4,271,0,0.0
4,271,1,0.0
4,272,0,2.0
4,272,1,2.0
4,273,0,0.0
4,273,1,0.0
4,274,0,0.0
4,274,1,0.0
4,275,0,0.0
4,275,1,0.0
4,276,0,0.0
4,276,1,0.0
4,277,0,0.0
4,277,1,0.0
4,278,0,0.0
4,278,1,0.0
4,279,0,0.0
4,279,1,0.0
4,280,0,2.0
4,280,1,2.0
4,281,0,1.0
4,281,1,1.0
4,282,0,2.0
4,282,1,2.0
4,283,0,1.0
4,283,1,1.0
4,284,0,0.0
4,284,1,0.0
4,285,0,0.0
4,285,1,0.0
4,286,0,0.0
4,286,1,0.0
4,287,0,0.0
4,287,1,0.0
4,288,0,0.0
4,288,1,0.0
4,289,0,0.0
4,289,1,0.0
4,290,0,0.0
4,290,1,0.0
4,291,0,0.0
4,291,1,0.0
4,292,0,0.0
4,292,1,0.0
4,293,0,0.0
4,293,1,0.0
4,294,0,0.0
4,294,1,0.0
4,295,0,0.0
4,295,1,0.0
4,296,0,0.0
4,296,1,0.0
4,297,0,0.0
4,297,1,0.0
4,298,0,0.0
4,298,1,0.0
4,299,0,0.0
4,299,1,0.0
4,300,0,0.0
4,300,1,0.0
4,301,0,0.0
4,301,1,0.0
4,302,0,0.0
4,302,1,0.0
4,303,0,0.0
4,303,1,0.0
4,304,0,0.0
4,304,1,0.0
4,305,0,0.0
4,305,1,0.0
4,306,0,0.0
4,306,1,0.0
4,307,0,1.0
4,307,1,1.0
4,308,0,1.0
4,308,1,1.0
4,309,0,0.0
4,309,1,0.0
4,310,0,0.0
4,310,1,0.0
4,311,0,0.0
4,311,1,0.0
4,312,0,0.0
4,312,1,0.0
4,313,0,2.0
4,313,1,2.0
4,314,0,0.0
4,314,1,0.0
4,315,0,0.0
4,315,1,0.0
4,316,0,0.0
4,316,1,0.0
4,317,0,0.0
4,317,1,0.0
4,318,0,0.0
4,318,1,0.0
4,319,0,0.0
4,319,1,0.0
4,320,0,0.0
4,320,1,0.0
4,321,0,0.0
4,321,1,0.0
4,322,0,0.0
4,322,1,0.0
4,323,0,0.0
4,323,1,0.0
4,324,0,0.0
4,324,1,0.0
4,325,0,0.0
4,325,1,0.0
4,326,0,2.0
4,326,1,2.0
4,327,0,0.0
4,327,1,0.0
4,328,0,0.0
4,328,1,0.0
4,329,0,0.0
4,329,1,0.0
4,330,0,0.0
4,330,1,0.0
4,331,0,0.0
4,331,1,0.0
4,332,0,0.0
4,332,1,0.0
4,333,0,0.0
4,333,1,0.0
4,334,0,0.0
4,334,1,0.0
4,335,0,0.0
4,335,1,0.0
4,336,0,0.0
4,336,1,0.0
4,337,0,0.0
4,337,1,0.0
4,338,0,0.0
4,338,1,0.0
4,339,0,0.0
4,339,1,0.0
4,340,0,0.0
4,340,1,0.0
4,341,0,0.0
4,341,1,0.0
4,342,0,0.0
4,342,1,0.0
4,343,0,0.0
4,343,1,0.0
4,344,0,0.0
4,344,1,0.0
4,345,0,0.0
4,345,1,0.0
4,346,0,0.0
4,346,1,0.0
4,347,0,0.0
4,347,1,0.0
4,348,0,0.0
4,348,1,0.0
4,349,0,0.0
4,349,1,0.0
4,350,0,1.0
4,350,1,1.0
4,351,0,0.0
4,351,1,0.0
4,352,0,0.0
4,352,1,0.0
4,353,0,1.0
4,353,1,1.0
4,354,0,0.0
4,354,1,0.0
4,355,0,0.0
4,355,1,0.0
4,356,0,0.0
4,356,1,0.0
4,357,0,0.0
4,357,1,0.0
4,358,0,0.0
4,358,1,0.0
4,359,0,0.0
4,359,1,0.0
4,360,0,0.0
4,360,1,0.0
4,361,0,0.0
4,361,1,0.0
4,362,0,0.0
4,362,1,0.0
4,363,0,0.0
4,363,1,0.0
4,364,0,0.0
4,364,1,0.0
4,365,0,0.0
4,365,1,0.0
4,366,0,0.0
4,366,1,0.0
4,367,0,0.0
4,367,1,0.0
4,368,0,0.0
4,368,1,0.0
4,369,0,0.0
4,369,1,0.0
4,370,0,0.0
4,370,1,0.0
4,371,0,0.0
4,371,1,0.0
4,372,0,0.0
4,372,1,0.0
4,373,0,0.0
4,373,1,0.0
4,374,0,0.0
4,374,1,0.0
4,375,0,0.0
4,375,1,0.0
4,376,0,0.0
4,376,1,0.0
4,377,0,0.0
4,377,1,0.0
4,378,0,0.0
4,378,1,0.0
4,379,0,0.0
4,379,1,0.0
4,380,0,0.0
4,380,1,0.0
4,381,0,0.0
4,381,1,0.0
4,382,0,0.0
4,382,1,0.0
4,383,0,0.0
4,383,1,0.0
4,384,0,0.0
4,384,1,0.0
4,385,0,0.0
4,385,1,0.0
4,386,0,0.0
4,386,1,0.0
4,387,0,0.0
4,387,1,0.0
4,388,0,0.0
4,388,1,0.0
4,389,0,0.0
4,389,1,0.0
4,390,0,0.0
4,390,1,0.0
4,391,0,1.0
4,391,1,1.0
4,392,0,0.0
4,392,1,0.0
4,393,0,0.0
4,393,1,0.0
4,394,0,0.0
4,394,1,0.0
4,395,0,0.0
4,395,1,0.0
4,396,0,0.0
4,396,1,0.0
4,397,0,0.0
4,397,1,0.0
4,398,0,0.0
4,398,1,0.0
4,399,0,0.0
4,399,1,0.0
4,400,0,0.0
4,400,1,0.0
4,401,0,0.0
4,401,1,0.0
4,402,0,0.0
4,402,1,0.0
4,403,0,2.0
4,403,1,2.0
4,404,0,0.0
4,404,1,0.0
4,405,0,0.0
4,405,1,0.0
4,406,0,0.0
4,406,1,0.0
4,407,0,2.0
4,407,1,2.0
4,408,0,0.0
4,408,1,0.0
4,409,0,0.0
4,409,1,0.0
4,410,0,0.0
4,410,1,0.0
4,411,0,0.0
4,411,1,0.0
4,412,0,0.0
4,412,1,0.0
4,413,0,0.0
4,413,1,0.0
4,414,0,1.0
4,414,1,1.0
4,415,0,1.0
4,415,1,1.0
4,416,0,0.0
4,416,1,0.0
4,417,0,0.0
4,417,1,0.0
4,418,0,0.0
4,418,1,0.0
4,419,0,0.0
4,419,1,0.0
4,420,0,0.0
4,420,1,0.0
4,421,0,0.0
4,421,1,0.0
4,422,0,0.0
4,422,1,0.0
4,423,0,0.0
4,423,1,0.0
4,424,0,0.0
4,424,1,0.0
4,425,0,2.0
4,425,1,2.0
4,426,0,0.0
4,426,1,0.0
4,427,0,1.0
4,427,1,1.0
4,428,0,1.0
4,428,1,1.0
4,429,0,1.0
4,429,1,1.0
4,430,0,0.0
4,430,1,0.0
4,431,0,0.0
4,431,1,0.0
4,432,0,0.0
4,432,1,0.0
4,433,0,0.0
4,433,1,0.0
4,434,0,1.0
4,434,1,1.0
4,435,0,0.0
4,435,1,0.0
4,436,0,1.0
4,436,1,1.0
4,437,0,0.0
4,437,1,0.0
4,438,0,0.0
4,438,1,0.0
4,439,0,0.0
4,439,1,0.0
4,440,0,0.0
4,440,1,0.0
4,441,0,0.0
4,441,1,0.0
4,442,0,0.0
4,442,1,0.0
4,443,0,0.0
4,443,1,0.0
4,444,0,0.0
4,444,1,0.0
4,445,0,0.0
4,445,1,0.0
4,446,0,0.0
4,446,1,0.0
4,447,0,0.0
4,447,1,0.0
4,448,0,0.0
4,448,1,0.0
4,449,0,0.0
4,449,1,0.0
4,450,0,0.0
4,450,1,0.0
4,451,0,0.0
4,451,1,0.0
4,452,0,0.0
4,452,1,0.0
4,453,0,0.0
4,453,1,0.0
4,454,0,0.0
4,454,1,0.0
4,455,0,0.0
4,455,1,0.0
4,456,0,1.0
4,456,1,1.0
4,457,0,0.0
4,457,1,0.0
4,458,0,0.0
4,458,1,0.0
4,459,0,0.0
4,459,1,0.0
4,460,0,0.0
4,460,1,0.0
4,461,0,1.0
4,461,1,1.0
4,462,0,0.0
4,462,1,0.0
4,463,0,0.0
4,463,1,0.0
4,464,0,0.0
4,464,1,0.0
4,465,0,0.0
4,465,1,0.0
4,466,0,0.0
4,466,1,0.0
4,467,0,0.0
4,467,1,0.0
4,468,0,0.0
4,468,1,0.0
4,469,0,0.0
4,469,1,0.0
4,470,0,0.0
4,470,1,0.0
4,471,0,0.0
4,471,1,0.0
4,472,0,0.0
4,472,1,0.0
4,473,0,0.0
4,473,1,0.0
4,474,0,0.0
4,474,1,0.0
4,475,0,0.0
4,475,1,0.0
4,476,0,0.0
4,476,1,0.0
4,477,0,0.0
4,477,1,0.0
4,478,0,0.0
4,478,1,0.0
4,479,0,0.0
4,479,1,0.0
4,480,0,0.0
4,480,1,0.0
4,481,0,0.0
4,481,1,0.0
4,482,0,0.0
4,482,1,0.0
4,483,0,0.0
4,483,1,0.0
4,484,0,0.0
4,484,1,0.0
4,485,0,0.0
4,485,1,0.0
4,486,0,0.0
4,486,1,0.0
4,487,0,0.0
4,487,1,0.0
4,488,0,0.0
4,488,1,0.0
4,489,0,0.0
4,489,1,0.0
4,490,0,0.0
4,490,1,0.0
4,491,0,0.0
4,491,1,0.0
4,492,0,0.0
4,492,1,0.0
4,493,0,0.0
4,493,1,0.0
4,494,0,0.0
4,494,1,0.0
4,495,0,0.0
4,495,1,0.0
4,496,0,0.0
4,496,1,0.0
4,497,0,0.0
4,497,1,0.0
4,498,0,0.0
4,498,1,0.0
4,499,0,0.0
4,499,1,0.0
4,500,0,1.0
4,500,1,1.0
4,501,0,0.0
4,501,1,0.0
4,502,0,0.0
4,502,1,0.0
4,503,0,0.0
4,503,1,0.0
4,504,0,0.0
